DR_ID	DR_N_2011	URBAN_AREA_FOOTPRINT	MACRO_AREA_FOOTPRINT	SHARE_UA_WITHIN_MA	MACRO_AREA_COMPACITY	AIR_FLOWS	BANKING	BICYCLE	BIG_HHLDS	CAR	CHILDREN	COAST_DIST	DENSITY	URB_DENS	EV_BANKING	EV_BICYCLE	EV_BIG_HHLDS	EV_CAR	EV_CHILDREN	EV_HOME_OWN	EV_HOME_OWN_SC	EV_LITERACY	EV_MALES_RATIO	EV_MOT_2W	EV_NO_ASSETS	EV_PHONE	EV_POPULATION	EV_RES_WELLF	EV_RES_WELLF_SC	EV_SEC_TER_FEM_WORKERS	EV_SEC_TER_WORKERS	EV_SMALL_HHLDS	HOME_OWN	HOME_OWN_SC	HW_DISTANCE	LITERACY	MALES_RATIO	METRO_DISTANCE	MOT_2W	NB_MAJOR_URB_AREAS	NB_URBAN_AREAS	NO_ASSETS	OUTLETS	PHONE	POPULATION	RAILWAY	RES_WELLF	RES_WELLF_SC	SEC_TER_FEM_WORKERS	SEC_TER_WORKERS	SEZ	SIZE_MAIN_MACRO_AREA	SMALL_HHLDS	UNIVERSITIES	POP_SC	EV_POP_SC
383	Moga	3,77	63,08	99,49	5,95	0	57,32	73,25	36,52	13,73	10,78	939	583,3309937	8451,8125	16,18	-2,72	-10,8	7,62	-2,22	-0,12	0,46	7,79	-0,1684	16,43	-6,56	65,97	11,29	3,63	2,89	-7,81	3,49	0,92	93,19	93,64	69	63,06	52,82	308	44,54	0	35	4,93	4	81,49	995746	2	48,92	27,48	11,61	51,55	0	9	7,85	0	36,5	4,65
384	Mokokchung	0,59	0	0	NA	0	33,59	5,03	33,89	8,99	10,55	517	115,9845047	7664,551758	13,07	-0,1	-29,2	5,85	0,39	-4,69	NA	6,56	-0,1627	8,99	-26,9	46,48	-14,4	21,4	NA	3,08	8,16	9,2	74,16	NA	162	81,95	51,94	761	12,24	0	9	25,3	0	53,53	194622	0	62,81	NA	13,46	41,95	0	0	15,72	0	0	0
385	Mon	0,98	2,76	60,72	21,58	0	15,93	5,2	59,44	2,44	16,12	565	110,6366043	4469,272949	8,6	1,36	-10,7	1,35	1,16	0,65	NA	12,23	-0,5866	2,96	-19,8	30,17	-3,6	10,99	NA	-0,05	1,64	1,57	88,27	NA	217	47,8	52,65	815	3,8	0	18	56,28	0	31,47	250260	1	35,21	NA	3,43	15,81	0	3	7,29	0	0	0
386	Moradabad	2,27	18,03	80,34	10,09	0	65,96	50,92	53,27	2,46	16,43	922	1316,052368	28730,29492	20,71	-7,52	-6,4	0,95	-3,88	-0,83	-0,5	11,78	-0,8719	9,86	-9,78	58,83	25,22	1,61	1,45	-1,88	5,55	0,33	94	96,1	4	47,44	52,46	144	18,96	2	62	17,41	4	64,31	4772006	18	27,02	24,46	6,66	50,13	0	5	7,91	1	15,33	-0,53
387	Morena	0,52	0	0	NA	0	35,5	47,52	41,76	1,61	15,52	676	399,5061951	34203,52734	19,14	0,03	-18,5	0,39	-3,22	0,99	0,02	7,4	-0,5349	6,28	-14,8	50,28	23,44	2,43	2,85	-4,09	1,28	4,14	95,73	96,74	13	60,01	54,35	249	13,39	1	39	26,5	0	54,09	1965970	12	32,47	24,58	6,88	33	0	0	12,34	0	21,44	0,36
388	Muktsar	1,89	3,73	15,38	7,79	0	53,75	63,47	35,98	13,42	11,58	872	343,3178406	8630,179688	22,31	4,09	-9,77	7,88	-1,87	-0,3	0,04	7,82	-0,1543	14,7	-12,2	64,87	16	2,3	1,45	-7,24	-0,29	0,59	92,35	92,19	143	58,19	52,74	323	36	0	21	7,36	3	78,21	901896	5	49,35	28,36	6,38	41,08	0	9	7,33	0	42,31	4,55
389	Mumbai	90,01	97,15	99,91	92,56	0	87,8	8,79	25,54	12,57	8,84	2	42852,92969	48399,47656	22,29	0,4	-5,1	3,18	-1,33	16,31	13,9	3,71	-1,6689	7,95	-14,9	54,43	-7,57	3,44	3,43	3,91	-0,74	2,32	67,14	68,08	8	81,32	54,6	12	16,6	1	1	2,24	0	94,43	3085411	30	29,13	18,35	19,13	99,08	0	4	16,58	8	7,13	1,63
390	Mumbai (Suburban)	63,43	94,14	99,99	67,38	30747840	86,06	11,52	23,5	12,81	9,95	4	29894,44727	46896,89063	22,83	1,27	-3,66	5,2	-1,91	0,69	0,9	4,38	-1,1075	6,81	-16,2	57,48	8,29	6,43	4,67	4,02	-0,8	1,88	75,83	76,64	3	80,96	53,77	7	15,33	1	1	2,24	90	94,62	9356962	31	34,17	22,92	19,8	99,01	430,2999878	4	14,92	2	6,23	1,59
391	Munger	3,99	20,15	92,23	18,28	0	57,77	42,73	39,65	1,42	16,81	361	949,836792	11987,20215	25,18	10,19	-11,4	0,62	-1,28	1,03	0,12	9,9	-0,1112	5,03	-26,4	53,4	20,21	3,83	2,19	-0,36	0,97	1,18	94,2	93,34	116	58,62	53,3	350	9,2	1	11	28,44	0	56,75	1367765	4	29,77	23,33	5,51	43,19	0	62	10,76	0	13,44	0,17
392	Murshidabad	6,25	67,8	99,83	9,2	0	36,06	53,84	24,32	0,9	14,27	205	1312,845459	12868,40332	11,48	1,52	-11,9	0,01	-3,54	-1,11	-0,71	12,42	-0,1574	2,39	-4,96	31,65	21,09	3,5	2,32	-3,03	-0,5	3,05	94,84	94,67	105	57,09	51,07	180	4,76	3	174	33,75	1	33,96	7103807	13	33,03	31,71	17,27	52,76	0	62	13,98	0	12,63	0,64
393	Muzaffarnagar	2,59	65,87	99,06	3,9	0	65,4	55,45	54,23	4,82	15,59	918	1011,352722	25276,67969	13,03	-1,52	-6,43	2,74	-3,54	-1,13	-0,55	9,28	-0,5107	10,42	-13,3	67,47	16,94	0,38	0,66	-0,65	7,47	0,19	94,72	96,4	11	58,34	52,94	99	21,32	1	154	11,41	1	75,23	4143512	10	34,15	25,9	6,77	48,93	0	42	7,1	0	13,55	0,05
394	Muzaffarpur	7,12	95,24	99,97	7,47	0	47,44	57,9	38,21	2,46	17,61	511	1507,397827	9432,989258	24,93	9,05	-12,6	1,25	-2,19	0,43	-0,44	13,8	0,5598	4,51	-24	54,83	28,14	3,88	2,24	2,35	3,83	3,04	96,21	96,71	3	52,26	52,64	505	9,94	1	99	19,78	3	57,76	4801062	7	30,52	25,49	5,96	32,64	0	62	13,34	1	15,66	-0,21
395	Mysore	1,93	3,45	79,38	44,26	99000	49,65	36,68	19,74	5,87	10,18	114	472,6184387	12068,1416	18,39	2,41	-8,5	3,05	-2,07	-2,83	-2,06	9,68	-0,5469	12,2	-21,4	55,24	13,63	4,76	4,86	2,57	8,15	2,81	76,87	87,85	77	65,38	50,37	152	30,66	2	37	13,74	15	68,65	3001127	9	35,75	24,51	10,98	49,76	81,1699982	2	13,84	3	17,88	0,17
396	Nabarangapur	0,23	0	0	NA	0	24,08	60,67	27,84	0,74	17,03	216	230,5847015	13183,75	3,67	19,3	-0,87	0,2	-1,21	-0,95	-0,93	10,79	-0,6858	4,92	-23,6	19,58	19,02	3,93	5,1	-1,24	0,92	0,4	93,22	93,58	178	38,53	49,54	475	7,7	0	10	30,04	0	20,76	1220946	0	53,56	52,57	3,97	17,85	0	0	18,92	0	14,53	0,43
397	Nadia	10,58	83,42	99,91	12,67	0	40,09	64,67	17,46	1,51	10,16	126	1328,090454	7629,432617	7	4,96	-11	0,2	-3,01	0,44	0,5	9,93	-0,0454	3,06	-6,68	40,18	12,22	7,52	7,02	-5,27	-3,86	3,01	94,4	94,89	50	67,35	51,35	106	6,23	4	127	23,25	0	44,18	5167600	14	32,17	24,68	10,26	53,06	0	62	13,03	2	29,93	0,27
398	Nagaon	8,33	24,09	97,47	33,7	0	37,84	59,4	35,68	2,49	16,29	411	663,6352539	2049,274658	21,35	10,46	-10,1	1,02	-2,13	2,54	-1,42	10,22	-0,4889	4,53	-18,8	44,16	22	4,89	6,65	-0,13	2,95	1,23	90,82	87,39	11	60,58	50,96	611	8,5	0	15	22,51	3	48,36	2823768	10	42,21	44,55	8,46	44,66	0	1	10,38	0	9,43	0,13
399	Nagapattinam	2,67	17,18	85,7	13,3	0	50,31	53,29	14,19	2,19	10,22	10	657,6281738	10271,10156	25,57	9,25	-8,45	0,71	-2,09	-1,21	-0,31	8,1	-0,2657	11,12	-31,3	58,73	8,57	9,24	4,59	0,98	3,51	3,58	88,56	96,21	101	75,04	49,38	254	21,07	0	38	5,05	0	68,44	1616450	15	27,88	16,62	6,67	38,61	0	3	19,57	0	31,54	1,9
400	Nagaur	0,66	0	0	NA	0	61,46	15,42	47,46	4,48	15,33	542	185,1106873	9540,541016	39,16	-2,73	-10,4	2,06	-3,64	0,59	0,28	6,76	-0,0656	8,83	-32,4	73,97	19,2	0,43	0,59	-0,14	2,27	1,04	96,38	97,48	80	53,17	51,28	346	16,15	0	65	16,47	3	79,64	3307743	19	38,97	25,66	3,38	30,01	0	0	8,61	0	21,16	1,51
401	Nagpur	2,21	4,36	83,31	42,16	1415739	70,8	57,96	22,13	7,19	10,68	567	468,7318726	15677,78125	17,47	-1,12	-9,11	3,6	-2,25	2,29	0,88	5,78	-0,5072	16,58	-11,3	59,79	14,4	4,8	6,6	2,18	4,92	0,13	77,37	78,32	1	78,95	51,25	422	42,78	1	43	10,39	25	72,3	4653570	31	54,54	53,03	12,72	66,27	1955,170044	1	12,81	4	18,65	1,52
402	Nainital	2,29	3,31	79,14	54,74	0	78,51	30,53	34,87	7,38	13,02	1014	230,6366272	4594,64209	16,21	-0,41	-7,07	4,25	-1,88	2,45	-3,63	6,28	-0,75	12,91	-12,1	64,27	25,13	4,29	0,08	1,9	4,76	-0,78	70,86	71,01	89	72,96	51,71	229	26,27	0	7	11,75	9	77,53	954605	4	52,28	36,53	9,04	54,21	0	2	11,28	1	20,03	0,61
403	Nalanda	2,05	59,15	99,08	3,43	0	47,87	24,95	51,76	1,63	18,02	420	1228,19165	26074,90039	24,82	4,89	-9,98	0,95	-1,43	-0,77	-0,7	9,98	-0,2263	3,07	-30,3	54,14	21,39	-3,71	-3,12	2,25	5,41	1,76	95,25	97,11	89	52,82	52,02	420	6	1	80	33,41	0	56,12	2877653	16	41,52	29,26	6,92	27,76	0	62	8,95	0	21,12	1,13
404	Nalbari	25,68	55,78	99,96	46,02	0	55,83	69,37	33,15	3,08	12,35	400	732,1052856	641,675293	22,18	1,23	-9,61	1,92	-2,29	0,44	0,29	8,43	-0,3306	7,7	-10,79	46,81	11,99	4,82	4,1	-0,76	4,84	0,42	96,11	95,16	11	68,91	51,32	523	12,11	0	8	15,16	0	55,82	771639	1	50,32	46,76	10,67	65,23	0	8	7,81	0	7,8	-0,14
405	Nalgonda	0,85	3,45	26,69	6,61	0	49,37	32,73	14,99	2,16	10,66	185	249,8430939	13089,44434	22,03	-3,23	-10,7	1,43	-3,38	-1,45	-2,79	8,23	-0,4216	8,6	-26,8	61,25	7,41	8,86	10,25	-0,7	-0,65	4,23	86,9	89,87	10	57,36	50,44	95	16,34	0	111	19,85	1	67,26	3488809	8	56,84	46,02	7,26	31,77	201,1699982	3	18,89	0	18,27	0,54
406	Namakkal	2,61	27,09	97,39	9,38	0	50,09	54,91	8,31	3,88	8,73	171	507,3761292	12515,27539	30,67	3,08	-3,59	1,87	-1,5	-5,95	-5,46	7,6	-0,5121	18,89	-25,7	60,56	15,61	10,03	9,87	1,66	6,86	2,8	71,85	84,8	4	68,12	50,35	192	44,46	1	58	5,14	3	73,77	1726601	6	56,41	45,99	16,29	54,11	0	44	26,01	0	20	1,2
407	Nanded	0,57	1,62	51,96	18,21	62650	47,24	16,66	33,6	1,88	13,67	473	317,4924011	20872,96484	11,89	4,23	-8,89	0,59	-2,92	0,82	-0,73	8,62	-0,0324	7,14	-33,5	53,28	16,86	9,35	6,19	0,61	1,56	0,16	88,34	88,23	76	65,14	51,47	209	12,66	1	49	32,59	7	58,63	3361292	15	34,74	26	5,52	27,69	150	1	10,77	2	19,05	1,73
408	Nandurbar	0,39	0	0	NA	0	33,72	12,68	35,76	1,92	14,57	126	271,8164673	16844,25391	11,85	-3,61	-4,26	0,81	-2,98	0,88	-2,13	9,01	-0,0363	5,55	-9,46	28,38	25,66	8,25	8,24	0,68	-0,49	2,19	91,51	79,77	73	55	50,55	308	12,31	0	20	54,83	0	31,84	1648295	7	27,06	27,81	4,31	17,96	0	0	13,23	0	2,91	-0,25
409	Narayanpur	0,2	0	0	NA	0	25,56	54,96	37,41	0,73	16,71	299	36,6885338	2957,085449	15,6	3,86	-8,59	0,76	-2,29	0,6	-0,76	11,3	-0,2804	3,52	-16,95	28,18	19,16	4,82	4,1	0,62	2,23	2,21	92,99	85,43	168	40,5	50,14	365	7,33	0	1	36,92	0	15,1	139820	0	61,59	68,48	4,04	18,12	10,7700005	0	14,27	0	3,56	-0,14
410	Narmada	0,25	0	0	NA	0	44,5	24,02	33,02	2	13,23	66	207,7047882	8665,823242	21,31	-5,85	-0,62	0,96	-2,51	3,3	7,76	12,3	-0,313	6,87	-10,5	31,6	14,75	0,31	4,97	-2,86	-5,75	1,95	94,73	83,87	63	62,74	51,01	305	15,38	0	4	45,53	0	35,91	590297	3	33,05	48,94	3,26	14,91	0	0	15,84	0	1,48	-0,47
411	Narsimhapur	0,27	0	0	NA	0	39,5	34,15	22,82	1,88	13,03	634	213,3360748	18364,85352	16,59	-1,33	-15,2	0,51	-3,03	1,39	1,07	0,59	-0,2873	5,65	-9,2	31,31	14,01	6,94	7,67	-0,41	-1,13	4,59	92,54	93,9	2	65,83	52,1	615	16,06	0	11	41,42	0	36,62	1091854	7	34,24	28,29	4,39	22,2	0	0	17,33	0	16,87	0,73
412	Nashik	1,26	5,88	74,76	16	99000	62,26	33,93	32,65	6,74	13,56	121	387,8564148	16654,74023	19,46	-3,12	-6,81	2,82	-2,25	0,35	-2,84	8,55	-0,1979	14,42	-15,3	55,37	22,3	5,62	5,71	5,68	0,97	0,48	79,16	71,78	4	71,15	51,7	182	33,55	2	79	20,95	17	67,67	6107187	23	34,08	29,16	7,26	38,57	1045,660034	1	11,22	1	9,08	0,54
413	Navsari	2,35	34,61	96,05	6,51	0	58,19	46,46	24,88	6,35	10,17	15	668,8491211	14645,60254	18,07	-1,72	-3,24	3,22	-1,98	0,14	-3,89	8,72	-0,1571	15,07	-15,1	51,38	8,16	6,3	9,7	0,1	2,7	1,69	89,26	81,48	6	75,35	51	193	39,15	1	34	16,47	2	65,16	1329672	10	38,47	42,34	8,55	46,03	0	9	14,74	1	2,67	-0,55
414	Nawada	1,88	34,23	97,38	5,36	0	34,02	21,8	58,81	1,15	17,73	376	890,5079956	18196,82422	20,14	2,71	-8,25	0,65	-2,13	-0,23	-0,12	11,64	0,1938	2,8	-29,9	49,67	22,63	-2,42	-2	1,97	5,37	0,82	96,96	98,33	57	49,16	51,58	379	4,6	0	51	37,59	0	51,03	2219146	5	46,8	36,2	5,76	24,86	0	62	7,16	0	25,47	1,37
415	Nayagarh	0,35	0	0	NA	0	33,14	61,3	19,9	0,98	11,1	55	246,7424469	7912,637695	7,94	8,34	-12,8	0,28	-1,99	-0,22	-0,28	10,21	0,5962	4,68	-14,2	36,17	11,37	2,74	2,42	-2,14	3,43	3,48	95,13	95,04	53	71,5	52,21	434	10,52	0	8	26,81	0	38,23	962789	0	41,74	35,49	5,5	40,88	0	0	14,72	0	14,17	0,12
416	Neemuch	0,44	0	0	NA	0	42,25	47,98	27,66	2,56	13	339	196,9639893	16513,69922	11,99	-11,5	-10,8	0,83	-3,03	1,62	0,65	6,04	-0,1279	9,18	-3,5	49,88	13,77	1,76	3,87	0,8	0,67	3,55	89,76	89,82	42	61,6	51,16	489	27,07	0	19	22,66	0	59,96	826067	3	37,56	32,2	4,27	25,5	0	0	16,8	0	13,46	0,91
417	Nellore	0,91	2,64	42,43	14,62	0	54,04	21,09	11,15	1,51	10,27	39	238,0749512	13724,20703	25,77	-1,28	-8,27	0,68	-2,04	-3,49	-3,44	4,76	-0,0214	7,68	-29,9	50,34	11,05	8,13	6,81	-0,21	2,18	5,26	80,89	88,65	26	61,82	50,38	165	13,99	1	69	22,3	13	57,41	2963557	20	42,63	33,36	8,06	39,84	4437,779785	1	22,72	0	22,49	0,49
418	New Delhi	100	100	100	100	0	86,29	36,3	24,01	23,85	8,99	818	5259,407227	4952,333496	21,52	-8,07	-2,66	7,93	-3,02	-0,63	0,51	7,16	-0,9192	11,75	-9,79	54,94	-20,7	5,39	3,2	2,1	-0,39	0,07	12,96	16,29	2	80,41	54,89	5	33,79	1	1	3,29	0	91,89	142004	8	46,42	25,75	20,3	99,33	0	42	16,63	31	23,41	1,19
419	Nicobars	0	0	0	NA	0	91,18	43,22	17,85	1,94	11,91	4	21,3700695	9257,994236	26,15	-12,5	-17,1	1,47	-0,9	17,86	NA	5,68	2,4106	10,53	-6,05	58,01	-12,4	20,33	NA	-9,8	-1,26	4,68	74,95	NA	1596	68,76	56,26	1583	19,99	0	0	10,38	0	66,96	36842	0	54,47	NA	19,3	96,71	0	0	24,12	0	0	0
420	Nizamabad	1,04	8,8	67,45	7,99	0	59,07	35,99	20,41	1,71	11,07	388	315,6420898	14125,08301	23,23	-2,2	-11,1	0,86	-3,32	-0,82	-1,82	9,93	-0,5573	7,88	-28,2	64,32	8,77	9,4	10,15	-0,63	-0,63	2,49	83,09	89,15	10	54,47	49,02	129	17,27	1	73	16,84	3	72,58	2551335	13	52,17	47,34	19,3	42,4	0	1	15,34	1	14,54	-0,3
421	North	69,69	100	100	69,69	0	78,75	25,9	32,94	14,54	11,63	830	11999,70313	17217,22852	31,52	-3,79	-5,61	4,9	-2,07	5,33	3	7,63	-1,2571	10,85	-12,4	59,4	13,62	6,81	4,12	1,16	-0,31	-0,51	69,23	74,08	2	76,75	53,49	13	36,06	1	1	2,56	0	91,28	887978	15	43,57	26,95	12,08	98,66	0	42	10,76	0	18,66	1,43
422	North & Middle Andaman	0	0	0	NA	0	89,58	19,26	19,33	3,46	11,2	2	36,1509743	9257,994236	28,11	1,23	-7,72	2,17	-1,78	3,2	NA	7,1	-0,3306	7,7	-19,81	60,11	-0,02	6,9	NA	-0,76	4,84	3,28	59,23	NA	1115	74,51	51,95	1175	13,48	0	0	16,27	0	73,71	105597	0	62,15	NA	12,48	67,23	0	0	18,88	0	0	0
423	North 24 Parganas	13,49	64,02	99,94	21,06	10303991	59,45	56,04	18,36	3,67	9,57	16	1631,852173	8775,607422	13,1	3,92	-12,5	0,77	-2,23	4,55	3,17	7,16	-0,777	3,33	-8,38	52,93	12,04	7,84	7,74	-1,46	-1,15	3,36	84	87,4	49	76,01	51,14	44	8,52	2	103	15,58	1	64,6	10009781	11	38,62	28,58	12,11	75,16	216,4900055	62	13,97	0	21,67	1,07
424	North East	71,07	100	100	71,07	0	69,53	36,29	42,24	9,49	13,47	832	30292,2168	42440,61719	31,48	-5,8	-3,11	5,48	-3,29	-2,53	-2,56	7,36	-1,0587	17	-13,8	66,23	26,78	2,46	3,54	0,19	-0,33	-2,09	75,3	79,45	4	71,89	53,02	12	38,65	1	1	2,4	0	90,37	2241624	9	37,53	31,2	8,99	99,3	6	42	6,8	0	16,67	-0,02
425	North Goa	5,26	31,37	98,85	16,58	0	87,21	23,29	20,05	24,76	9,5	14	482,8854675	6336,477051	16,01	-6,14	-7,1	13,85	-1,06	1,85	-16,7	6,36	-0,2768	18,62	-15,5	60,41	7,84	5,99	0,46	1,98	8,45	0,7	81,33	57,09	67	81,06	50,94	409	56,61	1	27	4,9	24	88,74	818008	2	67,88	47,16	22,04	90,99	141,6999969	2	16,26	2	2,15	-0,1
426	North Sikkim	0	0	0	NA	0	63,92	0,7	31,47	7,17	10,7	594	10,2723856	9257,994236	35,82	0,33	-7,15	5,03	-3,82	5	12,99	12,21	-0,4868	1,04	-28,6	62,3	6,53	11,15	10,81	-1,84	4,38	-1,79	62,52	44,96	93	69,67	56,58	576	2,68	0	0	21,35	0	69,08	43709	0	57,34	42,36	11,17	56,68	0	0	18,63	0	2,25	0,1
427	North Tripura	20,09	36,46	98,37	54,2	0	73,43	28,25	26,02	1,81	14,3	168	328,1073303	891,960083	51,8	7,21	-12,1	0,85	-0,19	2,89	5,37	12,58	-0,4192	3,5	-24,2	38,24	17,44	2	1,5	-2,49	6,09	1,01	89,43	89,39	104	74,99	50,85	425	6,1	1	7	39,07	0	41,94	693947	2	19,4	18,82	11,17	62,49	0	3	12	0	16,57	2,54
428	North West	40,26	97,52	99,99	41,28	0	73,17	32,25	32,9	20,87	12,3	829	8254,038086	19819,33789	24,51	-5,7	-3,51	8,26	-2,75	-2,63	-0,63	5,62	-1,3097	8,05	-10,8	54,18	27,81	2,18	1,81	1,16	0,2	-0,62	72,52	76,45	6	74,06	53,63	24	36,11	1	3	4,04	0	87,16	3656539	23	47,25	29,26	13,04	97,92	0	42	10,26	1	19,07	-0,27
429	Nuapada	0,15	0	0	NA	0	29,73	67,27	20,09	0,84	14,47	272	158,0481567	8635,619141	15,25	16,74	-5,92	0,23	-1,45	0,39	-0,86	13,73	-0,3502	4,3	-19,7	22,62	15,01	3,77	1,07	-0,98	0,32	2,53	95,11	94,33	86	49,05	49,47	550	7,8	0	3	25,4	0	24,13	610382	2	51,57	47,17	4,17	19,94	0	0	21,1	0	13,46	-0,16
430	Osmanabad	0,54	0	0	NA	0	69,06	26,68	30,66	2,29	12,49	302	217,8441315	14972,14355	24,86	5,54	-5,95	0,58	-2,52	0,24	-0,83	9,98	0,2216	9,16	-27	52,68	11,5	8,58	6,52	0,99	1,54	1,17	90,67	90,93	214	68,64	51,98	271	14,79	0	42	30,28	0	57,44	1657576	6	40,6	35,2	5,33	22,87	0	0	14,73	0	16	-0,54
431	Pakaur	0,57	6,02	99,13	9,32	0	31,7	56,51	34,75	0,51	19,73	259	491,2285767	17642,08398	20,12	18,57	-5,9	0,15	-0,79	-0,06	-0,49	14,83	-0,8271	3,29	-21,4	21,03	28,32	5,06	6,58	1,3	4,06	1,75	97,37	94,93	115	39,19	50,27	235	5,39	0	8	33,7	0	21,93	900422	1	27,75	26,72	15,42	36,88	0	62	13,53	0	3,16	-0,11
432	Palakkad	15,77	55,54	99,91	28,37	0	75,42	16,23	22,99	6,92	10,76	61	623,0452271	3951,569824	23,35	-0,81	-8,57	4,04	-1,42	-1,66	-1,43	53,77	-0,0236	13,44	-24,5	72,69	7,35	9,73	9,24	2,33	12,14	2,57	91,66	94,43	10	79,7	48,38	139	23,17	4	33	7,99	7	84,87	2809934	8	69,55	60,72	13,42	69,52	0	44	14,2	0	14,37	-2,15
433	Palamu	0,45	0	0	NA	0	50,93	44,75	43,5	2,25	17	424	443,5	17722,53516	22,18	3,86	-8,4	0,68	-2,29	0,44	0,29	11,3	-0,2804	3,52	-16,95	46,81	26,17	4,82	4,1	0,62	2,23	0,78	97,4	98,62	63	52,82	51,87	468	8,28	0	11	30,83	0	47,11	1939869	8	40,72	34,79	4,47	27,85	0	0	10,61	0	27,65	1,2
434	Pali	0,69	0	0	NA	0	73,4	41,01	39,94	3,3	14,6	381	162,7844543	9375,139648	42,79	-5,78	-7,27	0,87	-3,96	0,41	-0,29	8,99	-0,154	12,16	-16,9	64,94	11,94	4,24	2,77	-3,53	-0,23	2,54	92,38	93,17	102	53,28	50,33	489	25,43	1	53	16,97	2	73,88	2037573	13	33,61	24,36	6,19	42,92	0	0	14,66	0	19,54	1,77
435	Palwal	2,66	59,25	99,28	4,45	0	59,95	40,27	51,56	6,07	17,02	776	738,461731	15782,18457	27,31	-0,28	-6,57	2,46	-3,08	0,44	0,29	9,74	-0,3306	12,15	-16,95	60,11	25,76	0,89	-0,95	-0,76	4,84	0,42	95,49	95,34	1	57,52	53,18	61	33,27	0	35	13,93	1	72,24	1042708	4	30,57	20,61	5,48	48,77	0	42	6,1	0	19,48	0,96
436	Panch Mahals	0,98	1	3,28	3,23	0	44,92	26,98	41,79	2,16	15,11	90	641,8190308	22556,2168	15,07	0,69	-3,59	1,02	-1,74	0,41	1,58	9,61	-0,2742	7,84	-23,1	43,61	18,04	3,22	5,44	-2,12	1,74	1	95,15	93,98	69	60,27	51,32	424	16,27	0	43	37,57	3	48,1	2390776	15	29,85	34,92	4,34	24,12	0	9	12,08	0	4,2	-0,37
437	Panchkula	6,27	14,11	99,52	44,2	0	79,66	38,77	28,55	26,76	11,81	1015	763,6639404	7086,152344	19,48	-9,59	-4,6	11,65	-2,28	-2,12	-8,13	8,64	-1,4625	8,4	-9,64	53,95	19,83	7,21	4,72	1,24	3,13	0,08	71,41	74,56	15	72,21	53,39	235	45,33	1	4	5,75	7	83,9	561293	3	61,17	39,87	15,36	80,15	0	6	11,94	0	18,14	2,63
438	Panipat	5,53	74,33	99,79	7,43	0	63,41	41,09	35,77	7,93	14,07	876	542,2568359	11700,86523	22	-7,68	-8,96	3,6	-2,32	-2,43	-3,86	7,42	-1,0038	13,95	-14,2	63,95	24,6	3,12	2,26	-4,22	4,04	-0,15	82,67	83,18	2	65,25	53,66	87	34	1	30	8,77	9	78,35	1205437	6	44,81	32,21	10,44	66,28	10,5220003	42	8,16	0	17,11	1,31
439	Panna	0,13	0	0	NA	0	44,54	41,2	28,61	0,95	16,1	733	144,5563202	20708,44727	24,73	-4,36	-10,8	0,08	-3,87	1,72	0,65	5,25	-0,1189	2,58	-7,58	33,39	18,67	4,08	3,01	-0,26	1,42	4,82	96,98	98,1	158	54,36	52,48	549	7,91	0	10	39,07	0	35,52	1016520	0	42,04	35,5	5,23	22,62	0	0	20,44	0	20,46	0,46
440	Papum Pare	0,39	0	0	NA	0	77,22	11,64	36,14	19,28	14,25	547	44,9867516	6390,831055	16,86	-1,64	1,9	12,87	-3	6,37	NA	11,19	-2,1014	9,55	-19,5	52,84	44,73	5,52	NA	3,32	2,78	-2,49	44,92	NA	137	68,55	50,51	745	25,89	0	3	9,86	5	81,88	176573	0	52,27	NA	21,99	75,73	0	0	15,18	2	0	0
441	Parbhani	0,51	0	0	NA	0	60,51	22,86	36,1	1,94	14,01	378	287,7877808	22205,59375	18,83	4,03	-7,88	0,84	-2,51	1,9	1,13	7,91	0,283	7,69	-33,4	57,37	20,19	8,11	6,84	0,93	0,34	0,98	90,5	90,45	176	63,06	51,35	280	13,94	1	21	27,37	0	62,44	1836086	9	35,37	27,46	4,66	25,52	0	0	11,43	0	13,47	3,49
442	Paschim Medinipur	2,97	8,95	89,19	29,58	0	50,22	73,4	23,33	1,16	11,58	77	625,2333374	3581,457764	22,18	3,86	-9,04	0,68	-1,78	0,44	0,29	8,43	-0,1601	3,52	-10,79	46,81	13,86	5,74	5,78	-0,48	3,35	0,78	95,3	96,22	8	68,97	50,87	114	10,78	1	38	18,13	4	42,3	5913457	14	34,48	28,15	6,06	33,15	0	62	11,4	2	19,08	0,96
443	Pashchim Champaran	1,97	28,68	92,01	6,34	0	37,78	60,06	45,71	1,54	19,72	652	746,9707642	18219,7793	24,88	12,05	-3,6	0,8	-1,58	0,44	-0,4	14,08	-0,2209	4,19	-23,6	50,93	29,29	-1,23	-2,24	0,98	1,4	0,19	98,09	98,15	47	44,71	52,38	647	6,84	0	93	22,19	0	52,42	3935042	13	32,34	28,57	3,17	17,75	0	62	12	0	14,08	-0,21
444	Pashchimi Singhbhum	0,34	0	0	NA	0	40,22	60,16	37,31	1,24	17,41	188	207,2762146	8822,361328	15,6	3,86	-8,59	0,68	-1,78	0,54	-1,02	11,3	-0,2804	3,52	-10,79	28,18	21,75	4,82	4,1	0,62	2,23	2,21	90,85	80,78	116	48,43	49,88	293	10,53	0	12	29,12	0	25,46	1502338	15	40,41	36,23	5,76	26,37	0	0	13,85	0	3,79	-0,14
