DR_ID	DR_N_2011	URBAN_AREA_FOOTPRINT	MACRO_AREA_FOOTPRINT	SHARE_UA_WITHIN_MA	MACRO_AREA_COMPACITY	AIR_FLOWS	BANKING	BICYCLE	BIG_HHLDS	CAR	CHILDREN	COAST_DIST	DENSITY	URB_DENS	EV_BANKING	EV_BICYCLE	EV_BIG_HHLDS	EV_CAR	EV_CHILDREN	EV_HOME_OWN	EV_HOME_OWN_SC	EV_LITERACY	EV_MALES_RATIO	EV_MOT_2W	EV_NO_ASSETS	EV_PHONE	EV_POPULATION	EV_RES_WELLF	EV_RES_WELLF_SC	EV_SEC_TER_FEM_WORKERS	EV_SEC_TER_WORKERS	EV_SMALL_HHLDS	HOME_OWN	HOME_OWN_SC	HW_DISTANCE	LITERACY	MALES_RATIO	METRO_DISTANCE	MOT_2W	NB_MAJOR_URB_AREAS	NB_URBAN_AREAS	NO_ASSETS	OUTLETS	PHONE	POPULATION	RAILWAY	RES_WELLF	RES_WELLF_SC	SEC_TER_FEM_WORKERS	SEC_TER_WORKERS	SEZ	SIZE_MAIN_MACRO_AREA	SMALL_HHLDS	UNIVERSITIES	POP_SC	EV_POP_SC
321	Kollam	56,34	70,32	99,97	80,09	0	69,48	23,81	14,06	8,88	9,65	26	1047,030151	1857,625122	25,35	3,47	-6,42	5,75	-1,67	-3,27	-3,02	4,15	-1,0208	13,37	-26,7	69,31	1,94	7,59	10,63	-0,18	5,2	6,06	90,01	89,43	20	85,01	47,32	73	21,72	1	5	6,33	8	85,88	2635375	11	80,95	66,97	24,16	83,68	18	44	15,6	1	12,46	-0,03
322	Koppal	0,58	4,14	43,89	6,12	0	60,92	37,62	38,61	2,39	14,51	225	248,1999969	16530,54102	31,4	11,97	-6,95	1,39	-2,88	-2,68	-3,58	13,52	-0,0831	9,88	-27,9	58,68	16,21	0,24	-0,19	1,39	6,09	-0,31	81,91	88,23	118	58,21	50,36	315	17,39	0	31	20,94	0	64,24	1389920	2	23,12	16,06	7,95	33,35	0	2	10,74	0	18,61	3,12
323	Koraput	0,28	0	0	NA	0	36	33,28	21,64	2,05	16,32	125	161,1172485	11077,45801	8,73	11,56	-0,58	0,98	-0,68	1,4	-1,35	11,53	-0,8343	4,78	-18,8	22,11	16,86	4,43	4,89	-1,18	0,85	1,57	87,07	85,12	119	41,18	49,2	476	11	0	9	49,47	1	25,92	1379647	4	55,35	51,85	6,7	28,21	0	0	24,09	0	14,25	1,21
324	Korba	0,88	3,06	99,08	28,39	0	44,98	58,52	24,78	3,13	14,26	411	182,7411804	8288,634766	14,79	0,26	-12,9	0,53	-2,73	4,46	4,27	10,82	-0,1176	1,05	-2,64	26,42	19,25	3,88	4,9	-1,22	0,1	4,76	83,96	81,09	148	62,05	50,8	592	20,06	1	5	28,23	3	32,6	1206640	5	48,45	43,94	5,86	35,75	0	1	19,93	0	10,33	0,35
325	Koriya	0,43	0,65	32,26	21,67	0	70,15	44,27	25,22	2,24	14,54	515	99,3092728	7492,222168	29,65	-6,05	-11,8	1,13	-2,56	6,74	8,69	8,07	-0,5783	5,7	-0,64	30,86	12,38	-0,45	3,35	0,79	2,66	3,92	81,73	76,81	202	60,38	50,8	637	17,34	0	6	34,55	0	33,16	658917	7	55,66	50,58	5,37	30,59	0	2	21,01	0	8,31	0,09
326	Kota	1,66	4,28	90,15	35,03	0	66,51	39,68	33,5	6,54	13,07	451	349,0186157	13777,11816	30,09	-11,4	-10,2	2,92	-2,92	-0,68	-1,7	4,78	-0,3928	12,34	-9,7	61,04	24,37	3,21	2,55	0,97	4,86	1,03	79,09	81,36	5	66,55	52,34	400	38,76	1	18	13,07	12	74,75	1951014	5	43,42	32,26	10,06	63,24	0	2	12,47	3	20,78	1,62
327	Kottayam	53,18	94,94	99,99	56,01	0	79,79	15,83	16,65	15,21	8,84	25	909,512207	1704,072876	20,64	1,38	-5,77	9,58	-2,05	-2,63	-2,56	3,23	-0,3526	14,56	-21,6	68,54	1,07	9,58	13,32	3,17	5,68	6,02	90,44	89,67	35	88,62	49,04	15	25,43	2	7	2,6	13	93,92	1974551	5	80,66	67,33	20,87	84,64	126	44	14,59	2	7,79	0,1
328	Kozhikode	47,54	83,11	99,98	57,19	2209716	72,37	13,78	22,69	7,94	10,88	14	1333,171875	2802,533936	22,16	3,25	-8,45	4,95	-1,18	-1,7	-0,83	3,63	-0,943	14,09	-22,9	76,38	7,2	9,54	10,6	1,01	2,14	4,25	93,41	93,61	117	84,74	47,66	230	21,84	2	13	4	17	92,45	3086293	9	74,4	64,62	14,07	90,44	32,7999992	44	12,3	2	6,45	-0,53
329	Krishna	2,79	21,63	80,17	10,35	99000	52,86	42,78	8,41	2,28	9,65	54	530,2110596	12603,59961	22,67	1,02	-7,77	1,14	-2,26	-5,59	-5,8	5,97	-0,3686	6,3	-19,1	50,45	7,87	11,99	12,64	1,56	2,54	6,01	70,35	80,01	1	66,63	50,19	266	17,28	1	123	16,3	21	60,6	4517398	15	54,4	43,56	9,14	43,52	37	7	24,38	2	19,28	1,45
330	Krishnagiri	1,19	14,97	69,19	5,52	0	50,17	34,14	18,69	2,97	11,56	202	355,4186096	15644,92676	22,18	-0,28	-8,08	1,92	-1,78	-0,25	-0,76	8,43	-0,1601	12,15	-19,81	60,11	20,41	6,9	6,71	-0,48	3,35	2,21	82,64	88,3	16	63,2	51,08	74	33,36	0	63	6,39	4	71,43	1879809	7	46,67	35,04	10,02	43,11	223,9100037	44	14,69	0	14,22	0,36
331	Kulgam	1,9	8,9	29,32	6,26	0	48,29	2,68	48,22	3,5	16,84	1222	347,0834045	5289,098633	22,18	-2,02	-6,57	1,5	-2,29	1,9	-1,02	11,3	-0,1601	2,39	-21,29	69,68	7,73	0,89	-0,95	-0,48	3,35	0,42	98,94	79,3	21	49,26	51,27	595	4,79	0	10	15,26	0	71,68	424483	2	44,38	31,93	4,12	38,06	0	5	5,72	0	0	-0,14
332	Kullu	0,26	0	0	NA	99000	89,49	2,56	27,92	8,87	11,52	1153	79,3015213	7798,319336	33,62	0,1	-6,68	5,61	-2,33	0,77	0,91	7,45	-0,4105	2,64	-25,9	66,81	14,76	11,51	12,26	0,98	0,27	-2,14	84,37	92,85	144	70,26	51,48	367	7,3	0	8	10,04	1	83,16	437903	0	60,2	48,21	4,94	21,64	0	0	15,84	0	28,01	-0,27
333	Kupwara	1,43	22,29	98,87	6,32	0	50,23	2,83	65,41	2,8	21,69	1302	343,3348999	10990,24902	40,28	-0,55	-4,84	1,43	4,38	-0,35	-1,02	14,76	2,006	0,34	-19	51,34	33,82	1,75	26,12	-3,11	19,96	-0,2	98,16	79,8	68	50,51	54,48	713	1,69	0	24	24,99	0	52,91	870354	0	36,12	26,12	5,63	60,08	0	7	4,63	0	0,12	0,11
334	Kurnool	0,77	0,47	17,57	28,64	0	58,3	30,99	24,35	1,21	12,49	219	225,8196716	18088,7832	28,46	4,3	-11,6	0,44	-2,74	-1,03	-1,35	7,37	-0,5833	7,73	-35,1	58,49	14,85	8,71	7,08	0,39	1,72	1,51	80,99	87,07	9	52,48	50,31	213	13,47	2	124	17,43	5	65,26	4053463	24	36,67	27,31	8,46	33,56	12,1499996	1	13,23	0	18,21	0,39
335	Kurukshetra	2,54	6,95	63,89	23,33	0	71,18	60,03	33,77	11,29	12,12	943	523,1317749	8837,702148	21,38	-4,66	-9,96	7,33	-2,08	-0,83	-3,31	7,11	-0,6162	16,25	-7,71	63,35	16,86	8,17	7,03	-7,09	-0,73	1,33	90,39	89,32	4	67,06	52,97	165	41,12	0	16	5,79	2	81,31	964655	2	48,79	32,66	8,72	52,84	0	42	8,19	2	22,3	1,78
336	Kurung Kumey	0	0	0	NA	0	20,6	1,18	61,22	3,79	18,45	614	13,4202013	9257,994236	15,6	3,86	-6,57	1,43	-3,08	0,82	NA	11,3	-0,2804	3,52	-21,29	28,18	116,56	0,89	NA	0,62	2,23	0,42	96,84	NA	197	39,76	49,22	788	5,54	0	0	60,84	0	20,79	92076	0	16,36	NA	7,41	20,19	0	0	5,21	0	0	0
337	Kushinagar	1,33	35,22	96,37	3,63	0	85,08	77,36	58,86	2,3	15,95	657	1233,83313	31329,97461	21,25	1,89	-5,48	0,45	-4,32	0,52	0,68	17,42	0,0693	7,25	-10,1	70,06	23,2	-3,35	-3,76	3,59	11,42	-0,43	98,46	98,91	13	54,84	51	656	12,57	0	77	9,14	0	72,34	3564544	11	31,02	24,05	6,33	28,91	0	62	6,3	0	15,27	-2,85
338	Lahul & Spiti	0	0	0	NA	0	91,23	1,61	31,73	8,01	9,9	1220	2,2798121	9257,994236	23,35	0,37	5,64	6,43	-1,13	18,54	12,83	4,17	-2,9515	5,67	-12,8	62,07	-5	1,56	-2,02	0	-9,01	-11,8	75,24	74,92	186	69,21	52,55	432	8,42	0	0	11,81	0	74,61	31564	0	71,02	67,31	9,04	36,46	0	0	24,26	0	7,08	-0,76
339	Lakhimpur	2,98	6,02	86,23	42,63	0	47,38	65,53	36,25	3,4	15,04	559	350,8878784	1337,531128	28,11	9,35	-11,5	1,55	-1,87	2,06	-1,88	8,62	-0,4325	6,44	-15,7	42,43	17,22	8,69	12,14	0,54	9,06	-0,37	90,43	89,16	169	65,59	50,83	775	12,64	0	3	18,95	1	45,45	1042137	2	56,03	61,04	7,48	34,12	0	1	7,81	0	7,85	-0,03
340	Lakhisarai	2,12	25,61	98,4	8,13	0	50,99	29,83	53,35	1,47	18,8	375	786,2623901	16107,55566	24,05	10,64	-6,58	0,85	-2,3	0,04	-0,56	12,84	0,5223	4,26	-34	56,4	24,77	1,11	1,24	0,23	2,83	-0,08	96,66	97,15	114	50,68	52,59	369	5,82	0	23	32,09	0	58,33	1000912	8	28,21	21,31	4,86	26,97	0	62	7,64	0	15,31	-0,47
341	Lakshadweep	19,73	0	0	NA	99000	85,28	84,34	50,32	2,29	11,25	46	2479,730713	11474,00781	33,58	1,01	-3,41	1,33	-3,74	3,15	NA	7,84	0,0461	17,32	-3,81	33,03	6,3	3,92	NA	1,51	0	-1,35	83,47	NA	347	81,51	51,37	399	38,39	0	4	1,89	0	93,65	64473	0	67,52	NA	15,51	100	0	0	12,34	0	0	0
342	Lalitpur	0,44	0	0	NA	0	68,26	54,24	43,95	2,53	17,37	629	241,8993988	16676,5918	41,6	0,05	-5,01	1,16	-3,12	1,06	-0,33	13,16	-0,6508	10,04	-14,6	54,47	24,94	-2,71	0,8	0,23	1,04	-0,5	95,98	96,66	9	52,49	52,47	456	16,85	0	22	20,28	0	58,05	1221592	9	43,14	36,59	4,03	20,74	0	0	12,88	0	19,69	-5,25
343	Latehar	0,2	0	0	NA	0	38,43	47,58	46,04	0,96	18,94	366	167,6609802	8750,444336	15,6	3,86	-4,75	0,68	-2,29	0,44	0,29	11,3	-0,2804	3,52	-16,95	28,18	29,61	0,89	-0,95	0,62	2,23	0,78	96,41	97,37	101	48,24	50,85	423	6,04	0	6	37,27	0	29,78	726978	14	40,29	34,62	4,68	21,37	0	0	10,19	0	21,31	0,96
344	Latur	0,83	0	0	NA	0	64,41	22,91	35,29	2,77	12,95	382	362,0826111	18156,28516	32,12	7,22	-8,17	0,93	-2,76	-0,54	-1,74	6,95	0,1881	9,67	-32,1	57,78	17,97	6,79	6,3	1,34	1,62	0,93	88,82	90,09	155	67,26	51,88	207	17,09	1	36	26,69	1	63,85	2454196	13	37,41	28,3	5,52	28,51	200	0	10,39	0	19,6	0,16
345	Lawngtlai	0,08	0	0	NA	0	27,78	2,13	39,73	2,76	19,07	47	56,8712006	11868,75	18,72	1,14	-9,27	1,72	0,07	-4,85	-6,3	0,88	-1,2692	1,62	-28,4	27,92	60,14	9,32	11,71	1,24	5,99	3,37	83,38	23,77	277	53,32	51,4	447	2,87	0	1	46,61	0	34,49	117894	0	41,19	64,34	7,15	29,02	0	0	10,82	0	0,12	0,12
346	Leh (Ladakh)	0,01	0	0	NA	373420	87,29	2,93	34,35	20,56	9	1440	1,6831255	8466,463867	31,85	-1,61	1,4	16,1	-1,86	16,75	7,17	12	4,3064	-0,52	-7,12	57,57	13,87	-1,52	15,53	-1,22	12,21	-10,7	93,31	87,64	312	70,25	59,16	646	6,2	0	1	9,51	3	66,59	133487	0	60,57	59,55	11,42	70,01	0	0	14,98	0	0,37	-0,16
347	Lohardaga	0,59	0	0	NA	0	57,55	72,54	43,92	1,21	16,81	330	307,6549072	8642,03418	35,78	8,56	-6,98	0,61	-2,94	0,97	1,3	13,25	-0,2408	5,46	-12,9	33,92	26,68	5,96	6,7	-0,26	-0,89	0,51	95,52	94,97	117	56,24	50,38	393	11,02	0	3	16,97	0	35,83	461790	2	55,4	52,79	4,07	18,39	0	0	10,53	0	3,32	-0,2
348	Lohit	0,27	0	0	NA	0	37,03	55,86	35,18	4,09	16,4	741	32,6813202	2629,066895	15,6	1,23	-8,59	1,92	-3,08	3,2	NA	9,74	-0,1601	7,7	-16,95	46,81	16,59	4,82	NA	-0,48	3,35	2,21	58,97	NA	391	57	52,3	985	13,21	0	2	21,85	0	45,47	145726	0	48,46	NA	8,72	38,14	0	0	13,54	0	0	0
349	Longleng	0,58	0	0	NA	0	13,59	2,18	25,5	2,62	18,05	542	95,9771881	2494,75415	15,6	3,86	-8,93	0,7	-3,08	1,38	NA	9,74	-0,2804	3,52	-21,29	28,18	-58,5	5,74	NA	0,62	2,23	3,28	91,71	NA	191	59,15	52,5	790	3,19	0	10	57,08	0	32,93	50484	0	49,84	NA	5,13	22,11	0	0	25,71	0	0	0
350	Lower Dibang Valley	0,22	0	0	NA	0	49,84	40,52	33,97	6,46	14,81	751	15,259594	1423,125	22,18	1,23	-8,59	3,73	-3,08	3,2	NA	9,74	-0,1601	7,7	-16,95	60,11	7,2	4,82	NA	-0,48	3,35	2,21	48,86	NA	380	58,89	51,87	981	19,55	0	1	18,7	0	60,79	54080	0	43,81	NA	10	41,59	0	0	18,05	0	0	0
351	Lower Subansiri	1,01	0	0	NA	0	66,1	7,02	47,76	13,23	12,43	596	29,9963875	457,5	27,31	1,23	-9,64	6,1	-3,08	3,2	NA	8,43	-0,1601	7,7	-21,29	60,11	49	0,89	NA	-0,48	3,35	2,21	74,4	NA	189	65,11	50,4	796	19,64	0	1	23,21	0	62,98	83030	0	34,7	NA	13,2	48,27	0	0	14,44	0	0	0
352	Lucknow	8,68	23,84	97,68	35,55	2018554	74,72	65,61	40,31	10,97	11,84	862	1809,159668	15248,40918	19,5	-9,95	-5,67	4,34	-3,18	1,14	0,31	9,75	-0,8026	12,8	-2,84	55,08	25,82	4,64	-0,23	2,89	7,02	-0,35	83,65	90,22	2	68,13	52,17	410	41	1	31	6,01	30	73,84	4589838	21	46,12	33,35	11,92	75,46	0	5	10,24	4	20,66	-0,63
353	Ludhiana	7,41	23,68	95	29,71	99000	65	64,4	30,95	16,78	10,98	982	985,2827148	8719,250977	15,86	-8	-8,84	8,19	-1,25	-0,34	-0,13	6,03	-1,4385	13,18	-5,04	59,42	15,36	5,02	5,05	-4,35	1,6	0,88	79,67	83,64	9	73,18	53,39	281	50,36	2	31	3,53	30	84,73	3498739	12	52,01	37,45	13,13	81,37	0	5	10,73	4	26,39	1,4
354	Lunglei	0,13	0	0	NA	0	50,76	3,13	35,53	6,08	15,56	111	34,4931641	10179,30469	27,71	1	-7,05	3,38	-1,24	-1,7	-3,12	5	-0,685	5,55	-30,3	53,55	17,64	5,17	4,71	-2,24	-3,97	2,06	74,46	35,93	211	75,03	51,35	450	11,36	0	2	23,96	0	65,83	161428	0	45,17	49,49	7,35	28,34	0	0	13,67	0	0,11	0,09
355	Madhepura	7,48	97,26	99,96	7,69	0	30,62	42,38	36,34	1,14	20,21	413	1082,033569	10566,00684	19,29	8,39	-12,7	0,5	-1,43	-0,2	-0,64	13,43	0,1141	2,95	-23,8	44,25	31,12	0,43	0,22	1,28	2,76	3,65	98,31	97,89	54	41,69	52,33	394	5,3	0	95	33,56	0	45,58	2001762	2	25,54	20,74	3,12	13,21	0	62	13,02	0	17,3	0,24
356	Madhubani	4,63	90,56	99,83	5,1	0	38,02	46,21	37,4	1,29	18,06	496	1299,936035	18555,84961	23,13	5,75	-8,8	0,65	-2,24	-0,36	-0,89	14,59	0,4157	4,05	-24,4	52,7	25,51	-0,24	-1,06	1,7	1,56	2,25	98,16	97,49	16	48,03	51,91	480	6,57	0	177	25,79	0	53,97	4487379	11	31,39	26,23	4,34	18,29	0	62	13,66	0	13,08	-0,4
357	Madurai	2,8	22,55	88,09	10,93	511737	55,87	40,83	11,48	3,87	10,33	97	820,7055664	21798,31055	35,79	5,4	-7,13	1,79	-1,12	-3,03	-3,59	5,92	-0,3113	14,62	-29,8	66,32	17,84	8,37	7,62	3,01	7,86	2,49	61,64	78,61	5	74,83	50,24	164	28,64	1	63	4,4	16	77,57	3038252	11	49,7	38,38	15,47	65,63	128,9799957	44	19,29	2	13,46	0,92
358	Maharajganj	1,01	8,88	53,57	6,11	0	82,48	80,36	56,47	2,15	15,78	712	924,4844971	20988,51758	33,95	2,67	-3,93	0,31	-5,28	0,65	0,45	16,06	-0,2505	7,38	-8,88	66,38	23,5	-0,17	-0,51	2,7	7,65	-0,74	98,17	98,57	52	52,86	51,47	638	12,37	0	40	8,27	0	69,3	2684703	9	30,63	23,81	5,16	23,33	0	62	7,83	0	18,36	-1,15
359	Mahasamund	0,42	0	0	NA	0	53,22	68,32	22,37	1,38	13,02	316	219,221817	6384,205078	38,96	-1,84	-13,8	0,64	-2,87	0,57	-0,52	5,41	0,0295	5,07	-1,75	23,73	20,05	1,94	3,5	0,6	0,59	6,84	94,31	94,02	26	61,77	49,57	606	12,27	0	6	23,92	0	25,55	1032754	4	46,81	41,72	3,7	16,42	0	0	21,6	0	13,52	1,38
360	Mahbubnagar	0,5	0	0	NA	0	51,35	17,37	26	1,44	13,01	236	221,1265259	16385,46094	23,02	0,12	-11,7	0,65	-2,57	-0,99	-1,26	10,39	-0,1331	8,65	-40,3	60,99	15,34	7,73	7,87	0,02	1,14	0,68	91,63	95,1	20	47,88	50,59	106	13,91	0	103	24,72	1	65,26	4053028	13	43,19	33,69	7,43	27,96	366,7820129	0	12,05	0	17,49	0,39
361	Mahe	82,99	85,78	100	96,74	0	82,88	12,06	42,39	11,92	10,89	3	3484,666748	4151,881348	11,51	1	-4,24	7,38	-0,72	0,51	-3,38	2,66	-0,7968	12,81	-12,3	64,24	13,54	4,51	9,26	3,37	1,56	0,11	91,27	51,16	141	87,22	45,78	266	24,27	1	1	1,5	0	96,05	41816	0	73,75	67,44	20,05	98,94	0	44	8,16	0	0,34	0,02
362	Mahendragarh	1,29	0	0	NA	0	69,56	32,52	38,64	5,07	12,06	726	470,2131653	9745,400391	13,7	-6,42	-10,9	2,83	-3,71	-0,39	-3,08	9,49	0,6473	13,73	-21	74,64	13,48	1,79	1,02	-2,91	8,41	1,12	96,7	94,14	34	68,35	52,78	118	27,16	0	15	13,36	0	79,31	922088	8	52,23	31,77	5,7	42,61	0	0	7,07	0	16,95	0,64
363	Mahesana	1,65	28,88	92,38	5,29	0	63,74	33,77	31,35	5,91	11,69	129	492,8709106	14800,95215	22,84	8	-4,85	3,16	-2,35	-0,87	-0,34	9,19	0,0171	13,81	-26,8	57,76	10,31	8,08	10,87	-11,2	-5,48	1,31	87,31	84,71	41	73,84	51,92	500	28,08	0	61	18,45	5	70,78	2035064	22	46,53	37,97	10,97	46,71	108,3000031	9	14	1	7,97	-0,08
364	Mahoba	0,62	0	0	NA	0	71,94	52,44	47,47	3,52	14,63	765	308,762085	16411,61133	44,8	-0,53	-4,03	2,25	-4,39	-0,15	-0,53	12,58	-0,3551	7,09	-19,4	66,34	23,64	-0,05	-0,79	2,49	7,38	0,34	96,26	97,45	73	55,72	53,24	435	13,01	0	13	16,34	0	69,14	875958	7	51,62	41,21	6,31	30,03	0	0	12,37	0	25,22	-0,56
365	Mainpuri	0,98	22,55	82,52	3,57	0	66,53	69,53	53,54	2,37	15,22	821	692,0477905	27759,92383	30,53	1,34	-6,9	0,89	-3,75	-0,52	-0,61	11,69	-0,6928	9,52	-11,8	63,68	17,02	1,55	-1,26	2,24	4,41	0,72	96,74	97,25	33	64,43	53,16	238	17,17	0	51	12,01	0	67,35	1868529	5	29,04	21,29	5,2	27,24	0	6	8,65	0	19,71	0,39
366	Malappuram	39,31	71,46	99,97	54,99	0	68,19	12,51	36,15	7,64	13,96	31	1141,526489	2903,557373	18,02	2,57	-12,2	4,9	-1,26	-0,93	-2,1	4,53	-0,7331	12,95	-28,1	81,53	13,45	11,65	13,84	0,63	7,9	1,96	92,9	93,89	68	80,51	47,66	182	17,83	3	12	4,19	9	93,02	4112920	7	68,3	58,65	10,23	83,53	0	44	8,93	1	7,5	-0,38
367	Maldah	5,33	55,94	99,46	9,49	0	23,03	9,63	29,06	0,27	15,27	315	1097,645874	10545,27734	-3,27	-38,3	-9,89	-0,91	-4,18	-0,1	-0,14	11,8	0,0895	0,18	-28,3	2,71	21,22	3,51	3,81	-5,07	-0,53	1,7	96,58	96,91	86	52,31	51,43	289	2,37	1	97	15,41	3	6,16	3988845	12	31,75	30,88	15,64	47,92	0	62	12,22	0	20,94	4,1
368	Malkangiri	0,1	0	0	NA	0	29,64	45,14	26,96	0,6	17,79	127	105,4863205	11760,51758	11,03	16,85	-2,62	0,17	-0,02	2,74	3,73	14,82	-0,5656	5,18	-21,5	18,69	21,62	4,03	4,44	-2,09	0,33	1,41	93,74	93,66	113	39,91	49,52	382	7,66	0	3	42,68	0	19,54	613192	0	38,04	30,36	4,62	17,08	0	0	17,18	0	22,55	1,2
369	Mamit	0,04	0	0	NA	0	34,71	3,2	35,17	3,28	17,94	151	27,4258499	12657,26465	14,69	0,46	-9,25	2,08	0,15	-3,83	-36,8	4,63	-0,836	5,74	-32,5	54,85	37,56	10,6	4,39	0,14	3,12	1,95	80,13	35,83	128	69,69	51,91	441	9,41	0	1	30,18	0	58,31	86364	0	41,24	49,2	5,49	20,63	0	0	14,43	0	0,06	0,03
370	Mandi	0,27	0	0	NA	0	91,41	4,97	26,34	7,25	11,21	1111	252,1505737	5836,34668	42,51	0,74	-6,62	5,14	-2,1	2,21	0,54	7,17	0,1283	5,8	-22,7	63,21	10,92	8,48	7,56	1,6	1,65	-0,7	93,42	94,2	103	72,39	49,82	338	11,98	0	4	11,84	8	78,28	999777	0	74,57	62,94	5,49	27,69	0	0	14,35	1	29,38	0,4
371	Mandla	0,14	0	0	NA	0	77,53	32,42	21,78	0,9	14,24	597	183,3023529	16443,27344	60,45	6,41	-10,2	0,02	-1,9	1,21	1,09	7,36	-0,3004	2,35	-11,3	18,81	17,97	8,06	11,24	0,75	1,69	4,56	93,48	88,75	82	57,35	49,79	620	7,98	0	4	51,87	0	20,74	1054905	4	49,71	54,37	4,25	16,4	0	0	19,15	0	4,59	-0,03
372	Mandsaur	0,31	0	0	NA	0	38,96	43,34	29,03	1,91	13,25	328	235,9463196	20996,51953	9,07	-8,47	-11,9	0,59	-3,36	1,34	0,43	3,63	-0,1765	7,79	-7,31	52,16	13,24	3,13	4,2	0,11	-0,66	3,45	91,99	94,18	82	62,26	50,94	520	22,04	0	20	24,44	0	58,71	1340411	8	36,36	28,15	3,21	19,41	0	0	15,22	0	18,58	0,65
373	Mandya	0,75	4,39	71,66	12,25	0	55,26	45,09	19,99	1,92	9,56	169	363,480072	13110,62793	20,19	4,99	-7,42	0,92	-2,07	-0,57	-1,81	9,72	-0,2286	11,67	-19,4	55,71	2,38	4,62	1,89	0,5	4,01	2,7	86,92	88,77	39	63,67	50,12	96	22,57	1	29	16,03	0	62,14	1805769	4	31,63	21,21	7,79	30,56	74,1900024	1	13,99	0	14,69	0,67
374	Mansa	1,75	3,87	42,25	19,16	0	50,11	61,75	36,07	8,7	11,01	878	345,9555054	8192,640625	21,63	10,35	-9,5	5,69	-2,94	0,78	0,72	9,93	-0,1046	16,33	-20	64,41	11,76	5,38	5,71	-6,79	-0,91	0,39	95,44	95,53	116	55,03	53,1	228	32,7	0	20	9,68	1	76,05	769751	5	50,73	29,79	9,37	40,24	0	9	7,17	0	33,63	3,3
375	Marigaon	6,34	10,68	62,21	36,91	0	45,11	60,46	37,57	2,12	17,11	400	601,0188599	2021,71582	33,15	11,81	-10,6	1,14	-2,05	0,48	-1,54	9,08	-0,5618	4,72	-18,6	41,48	23,34	4,98	4,29	1,57	5,74	1,17	94,2	92,32	13	56,39	50,83	574	7,52	1	9	23,64	0	43,64	957423	2	39,25	37,7	7,81	33,48	0	2	9,35	0	12,31	-0,62
376	Mathura	2,46	31,59	93,82	7,31	0	70,81	51,84	53,17	4,04	15,87	753	759,2202759	17161,20508	29,09	-8,5	-5,75	1,59	-3,69	1,21	-0,13	9,76	-0,6786	16,1	-12,7	68,62	22,78	3,06	0,65	-2,11	7,88	-0,37	93,88	96,15	1	59,19	53,67	117	30,25	1	65	9,83	5	77,65	2547184	16	33,44	21,68	7,84	50,63	0	4	7,89	0	19,89	0,29
377	Mau	2,43	27,45	98,16	8,67	0	73,9	71,35	65,14	2,31	15,47	620	1070,858276	14299,25879	30,84	0,6	-6,12	0,67	-4,7	0,26	0,05	12,17	0,1796	7,93	-11,3	68,3	18,98	-5,23	-5,78	1,77	9,04	0,26	97,59	98,58	78	61,79	50,53	627	14,83	1	32	10,78	0	72,49	2205968	10	39,28	31,43	12,33	48,68	0	5	5,42	0	21,51	-1,23
378	Mayurbhanj	0,29	0	0	NA	0	50,55	71,21	24,32	1,07	13,96	80	240,0436249	6406,884277	24,47	5,31	-8,06	0,42	-2,44	0,49	0,62	10,95	-0,661	4,77	-9,7	26,36	13,32	5,87	6,1	-4,6	0,32	3,08	95,13	93,94	31	54,35	49,85	214	10,64	0	4	21,42	0	28,36	2519738	20	42,04	41,82	10,36	34	0	0	17,61	1	7,33	-0,35
379	Medak	0,81	2,23	43,62	15,92	0	53,69	34,81	24,42	2,15	12,12	329	310,3742981	14005,8291	18,36	-2,31	-12,2	1,2	-2,96	-0,48	-1,38	10,11	-0,441	9,18	-30,2	65,99	13,6	9,88	11,21	0,33	3,61	1,48	85,63	91,7	28	53,97	50,21	59	17,89	1	62	16,78	0	72,36	3033288	7	48,94	41,86	10,13	35,91	200,8099976	3	12,73	0	17,73	0,15
380	Meerut	4,93	60,97	99,59	8,05	0	68,26	58,37	50,44	7,45	14,63	891	1302,947022	18488,66992	13,74	-3,7	-7,34	3,39	-2,65	-1,16	-1	8,59	-0,4159	12,18	-10,5	65,34	14,89	4,22	3,13	0,19	4,46	0,36	89,68	91,75	10	62,19	53,02	72	32,8	2	81	8,44	15	77,53	3443689	6	38,09	28,42	9,17	67,9	0	42	7,08	3	18,12	-0,32
381	Mewat	1,6	26,45	69,27	4,2	0	40,84	24,01	61,37	3,96	22,78	753	739,9884644	17837,75	15,6	-0,28	-6,57	1,43	-3,08	0,44	0,29	11,3	-0,1601	12,15	-19,81	60,11	37,92	0,89	-0,95	-0,48	3,35	0,42	96,61	94,86	28	41,76	52,44	71	21,49	0	28	20,66	0	71,31	1089263	0	20,5	19,79	4,99	43,17	18,4799995	42	7,01	0	6,91	-0,14
382	Mirzapur	0,44	2,78	86,62	13,7	0	74,86	79,08	53,28	2,61	16,44	597	553,0387573	27528,875	43,39	5,5	-6,02	0,82	-3,66	0,63	0,46	13,03	-0,1487	7,22	-10,4	56,39	18	-2,51	-2,65	2,66	5,11	-0,54	97,58	98,47	31	57,22	52,56	646	16,16	1	27	9,69	2	60,75	2496970	15	38,8	30,53	7,82	41,89	0	8	9,17	0	26,48	-0,28
